i: 0 x: 9.690254 y: 5.014386
i: 0 x: 9.438311 y: 7.470934
i: 0 x: 8.681528 y: 3.780247
i: 0 x: 7.811210 y: 5.006800
i: 0 x: 1.528155 y: 7.660493
i: 0 x: 3.566317 y: 8.592021
i: 0 x: 1.476672 y: 8.285246
i: 0 x: 4.375928 y: 7.189870
i: 0 x: 8.943173 y: 1.349811
i: 0 x: 5.294620 y: 1.612170
i: 0 x: 3.872478 y: 8.259678
i: 0 x: 7.735654 y: 1.525725
i: 0 x: 0.473978 y: 4.337839
i: 0 x: 5.219038 y: 2.392293
i: 0 x: 9.955557 y: 2.171988
i: 0 x: 6.833060 y: 9.645811
i: 0 x: 7.186374 y: 6.271371
i: 0 x: 7.116745 y: 5.867902
i: 0 x: 0.051618 y: 4.927955
i: 0 x: 0.874703 y: 1.579773
i: 0 x: 2.588448 y: 4.441020
i: 0 x: 0.171794 y: 4.065120
i: 0 x: 2.726267 y: 4.547722
i: 0 x: 1.254991 y: 1.669439
i: 0 x: 5.897533 y: 6.549610
i: 0 x: 3.281609 y: 9.770011
i: 0 x: 4.809289 y: 1.017263
i: 0 x: 1.295736 y: 5.283267
i: 0 x: 5.355101 y: 6.514774
i: 0 x: 7.675560 y: 5.310659
i: 0 x: 8.686762 y: 4.508620
i: 0 x: 4.956470 y: 5.873136
i: 0 x: 0.779991 y: 2.073215
i: 0 x: 1.741039 y: 0.831610
i: 0 x: 7.001171 y: 2.615741
i: 0 x: 2.411382 y: 9.589619
i: 0 x: 7.056762 y: 2.583177
i: 0 x: 3.654739 y: 9.783028
i: 0 x: 7.130899 y: 4.909730
i: 0 x: 1.452467 y: 3.028432
i: 0 x: 1.459340 y: 4.734076
i: 0 x: 2.798443 y: 6.268629
i: 0 x: 5.751339 y: 4.094179
i: 0 x: 1.551896 y: 1.106440
i: 0 x: 0.608953 y: 9.227456
i: 0 x: 6.417099 y: 9.295715
i: 0 x: 3.736075 y: 1.373568
i: 0 x: 5.168851 y: 4.516067
i: 0 x: 3.446784 y: 6.909889
i: 0 x: 5.347676 y: 0.447954
i: 0 x: 9.525630 y: 7.759059
i: 0 x: 0.037573 y: 6.582392
i: 0 x: 0.342235 y: 3.692312
i: 0 x: 6.365420 y: 7.473134
i: 0 x: 8.602042 y: 7.817887
i: 0 x: 0.501567 y: 0.061382
i: 0 x: 2.551963 y: 3.300010
i: 0 x: 6.330011 y: 8.303302
i: 0 x: 7.394189 y: 7.881907
i: 0 x: 9.409742 y: 8.003141
i: 0 x: 7.109363 y: 5.826841
i: 0 x: 7.298856 y: 0.845438
i: 0 x: 7.200410 y: 2.467706
i: 0 x: 5.361505 y: 0.647193
